Index,Filename,AVG CPU Cycles / ms,AVG MEM Changes / ms,AVG Wattage,Length of observation period,AVG Raleway Load Time,AVG Montserrat Load Time,AVG SourceSans Load Time
322,input/OTF\Firefox 2023-05-21 19.46 profile(1).json,32605199,2080.169312169312,0.002910308333,181.602,105.786,123.47,141.067
323,input/OTF\Firefox 2023-05-21 19.46 profile(2).json,31370016,2063.0813397129186,0.003472075,210.923,134.829,154.374,166.315
324,input/OTF\Firefox 2023-05-21 19.47 profile(1).json,34403182,2694.08,0.00321435,197.418,125.03,139.78,155.896
325,input/OTF\Firefox 2023-05-21 19.47 profile.json,32828675,1844.6732673267327,0.003132925,191.63,124.68,147.68,160.029
326,input/OTF\Firefox 2023-05-21 19.48 profile(1).json,31709488,2749.714285714286,0.003013645833,186.09,107.434,136.199,139.752
327,input/OTF\Firefox 2023-05-21 19.48 profile(2).json,32796982,2694.9565217391305,0.0027626,174.364,98.087,115.47,128.997
328,input/OTF\Firefox 2023-05-21 19.48 profile.json,35257601,2464.3232323232323,0.002991354167,188.772,111.188,130.893,145.966
329,input/OTF\Firefox 2023-05-21 19.49 profile.json,31928256,1871.1666666666667,0.003062683333,190.403,117.041,137.095,146.498
330,input/OTF\Firefox 2023-05-22 12.50 profile.json,30693213,3023.6483516483518,0.0031461749999999998,190.461,123.305,145.786,153.374
331,input/OTF\Firefox 2023-05-22 12.51 profile(1).json,31779275,2648.2526315789473,0.003390733333,222.614,113.149,167.608,181.809
332,input/OTF\Firefox 2023-05-22 12.51 profile(2).json,31270394,1881.3333333333333,0.00329335,198.485,106.044,147.838,155.264
333,input/OTF\Firefox 2023-05-22 12.51 profile.json,32813470,1429.6872037914693,0.003415675,236.955,162.61,186.694,201.324
334,input/OTF\Firefox 2023-05-22 12.52 profile(1).json,31305152,1936.3106796116506,0.003092408333,186.695,82.938,133.932,144.291
335,input/OTF\Firefox 2023-05-22 12.52 profile(2).json,31255040,3074.067415730337,0.0031283375,192.891,110.892,136.289,152.107
336,input/OTF\Firefox 2023-05-22 12.52 profile.json,31805504,2911.1111111111113,0.002822616667,183.118,115.224,140.043,149.707
337,input/OTF\Firefox 2023-05-22 12.53 profile(1).json,32183078,2563.6858638743456,0.0036276999999999998,220.922,121.095,160.386,171.173
338,input/OTF\Firefox 2023-05-22 12.53 profile.json,33833854,1885.1929824561403,0.003767141667,246.197,161.472,190.139,206.29
339,input/OTF\Firefox 2023-05-22 12.54 profile(1).json,32825029,2106.6411483253587,0.003167120834,203.638,113.979,156.789,164.7
340,input/OTF\Firefox 2023-05-22 12.54 profile(2).json,33732869,1761.6,0.003218208334,207.955,118.812,153.388,171.92
341,input/OTF\Firefox 2023-05-22 12.54 profile.json,32755137,1579.7227722772277,0.004277879166,265.796,116.305,206.33,226.275
342,input/OTF\Firefox 2023-05-22 12.55 profile(1).json,32794825,2180.9032258064517,0.0033853791669999998,213.497,129.776,158.512,168.924
343,input/OTF\Firefox 2023-05-22 12.55 profile.json,31299375,2235.134020618557,0.003059354166,195.454,113.808,148.495,157.001
344,input/OTF\Firefox 2023-05-22 12.56 profile(1).json,31798530,2030.3366336633662,0.0034371625,208.094,117.991,159.283,164.572
345,input/OTF\Firefox 2023-05-22 12.56 profile(2).json,31611618,2413.112195121951,0.003355625,217.879,110.661,170.629,170.495
346,input/OTF\Firefox 2023-05-22 12.56 profile.json,33315140,2874.9837837837836,0.0031784875,195.028,125.356,139.622,155.818
347,input/OTF\Firefox 2023-05-22 12.57 profile(1).json,32052159,2340.5384615384614,0.003209045833,197.344,106.378,135.94,148.733
348,input/OTF\Firefox 2023-05-22 12.57 profile.json,33190478,2073.3930348258705,0.003233116667,196.853,107.959,139.623,155.754
